"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Requested.Date","Requested.Time","Drop.timestamp","Drop.Date","Drop.Time","Request.Date.Hour","Request.Date.Mins","Drop.Date.Hour","Drop.Date.Mins","travel.time.mins","trip.direction","new_seq","RequestedTimeSlot","wait_time"
"3991",4001,"City",NA,"No Cars Available",2016-07-13 23:39:52,"2016-07-13","23:39:52",NA,NA,NA,23,39,NA,NA,NA,"City to Airport",3991,"Night ( 20:00 to 24:00)",NA
"3992",4004,"City",62,"Trip Completed",2016-07-13 23:40:41,"2016-07-13","23:40:41",2016-07-14 00:21:38,"2016-07-14","00:21:38",23,40,0,21,41,"City to Airport",3992,"Night ( 20:00 to 24:00)",NA
"3993",4003,"Airport",188,"Trip Completed",2016-07-13 23:40:51,"2016-07-13","23:40:51",2016-07-14 00:38:46,"2016-07-14","00:38:46",23,40,0,38,58,"Airport to City",3993,"Night ( 20:00 to 24:00)",NA
"3994",3999,"Airport",212,"Trip Completed",2016-07-13 23:40:57,"2016-07-13","23:40:57",2016-07-14 00:44:12,"2016-07-14","00:44:12",23,40,0,44,63,"Airport to City",3994,"Night ( 20:00 to 24:00)",NA
"3995",4008,"City",221,"Cancelled",2016-07-13 23:43:03,"2016-07-13","23:43:03",NA,NA,NA,23,43,NA,NA,NA,"City to Airport",3995,"Night ( 20:00 to 24:00)",NA
"3996",4005,"Airport",241,"Trip Completed",2016-07-13 23:44:47,"2016-07-13","23:44:47",2016-07-14 00:48:20,"2016-07-14","00:48:20",23,44,0,48,64,"Airport to City",3996,"Night ( 20:00 to 24:00)",NA
"3997",4006,"City",NA,"No Cars Available",2016-07-13 23:45:17,"2016-07-13","23:45:17",NA,NA,NA,23,45,NA,NA,NA,"City to Airport",3997,"Night ( 20:00 to 24:00)",NA
"3998",4011,"City",115,"Cancelled",2016-07-13 23:45:26,"2016-07-13","23:45:26",NA,NA,NA,23,45,NA,NA,NA,"City to Airport",3998,"Night ( 20:00 to 24:00)",NA
"3999",4007,"City",185,"Trip Completed",2016-07-13 23:46:19,"2016-07-13","23:46:19",2016-07-14 00:23:39,"2016-07-14","00:23:39",23,46,0,23,37,"City to Airport",3999,"Night ( 20:00 to 24:00)",NA
"4000",4000,"City",NA,"No Cars Available",2016-07-13 23:47:49,"2016-07-13","23:47:49",NA,NA,NA,23,47,NA,NA,NA,"City to Airport",4000,"Night ( 20:00 to 24:00)",NA
"4001",4009,"Airport",250,"Trip Completed",2016-07-13 23:50:07,"2016-07-13","23:50:07",2016-07-14 00:23:01,"2016-07-14","00:23:01",23,50,0,23,33,"Airport to City",4001,"Night ( 20:00 to 24:00)",NA
"4002",4017,"City",NA,"No Cars Available",2016-07-13 23:50:18,"2016-07-13","23:50:18",NA,NA,NA,23,50,NA,NA,NA,"City to Airport",4002,"Night ( 20:00 to 24:00)",NA
"4003",4010,"Airport",NA,"No Cars Available",2016-07-13 23:50:50,"2016-07-13","23:50:50",NA,NA,NA,23,50,NA,NA,NA,"Airport to City",4003,"Night ( 20:00 to 24:00)",NA
"4004",4015,"City",NA,"No Cars Available",2016-07-13 23:52:32,"2016-07-13","23:52:32",NA,NA,NA,23,52,NA,NA,NA,"City to Airport",4004,"Night ( 20:00 to 24:00)",NA
"4005",4013,"City",NA,"No Cars Available",2016-07-13 23:53:32,"2016-07-13","23:53:32",NA,NA,NA,23,53,NA,NA,NA,"City to Airport",4005,"Night ( 20:00 to 24:00)",NA
"4006",4012,"Airport",134,"Trip Completed",2016-07-13 23:54:19,"2016-07-13","23:54:19",2016-07-14 00:37:22,"2016-07-14","00:37:22",23,54,0,37,43,"Airport to City",4006,"Night ( 20:00 to 24:00)",NA
"4007",4021,"City",132,"Cancelled",2016-07-13 23:56:13,"2016-07-13","23:56:13",NA,NA,NA,23,56,NA,NA,NA,"City to Airport",4007,"Night ( 20:00 to 24:00)",NA
"4008",4014,"City",NA,"No Cars Available",2016-07-13 23:56:55,"2016-07-13","23:56:55",NA,NA,NA,23,56,NA,NA,NA,"City to Airport",4008,"Night ( 20:00 to 24:00)",NA
"4009",4018,"Airport",298,"Trip Completed",2016-07-13 23:57:31,"2016-07-13","23:57:31",2016-07-14 01:02:24,"2016-07-14","01:02:24",23,57,1,2,65,"Airport to City",4009,"Night ( 20:00 to 24:00)",NA
"4010",4023,"City",9,"Trip Completed",2016-07-13 23:58:41,"2016-07-13","23:58:41",2016-07-14 00:58:39,"2016-07-14","00:58:39",23,58,0,58,60,"City to Airport",4010,"Night ( 20:00 to 24:00)",NA
"4011",4016,"City",NA,"No Cars Available",2016-07-13 23:59:02,"2016-07-13","23:59:02",NA,NA,NA,23,59,NA,NA,NA,"City to Airport",4011,"Night ( 20:00 to 24:00)",NA
"4012",5384,"Airport",80,"Trip Completed",2016-07-14 00:03:40,"2016-07-14","00:03:40",2016-07-14 01:03:59,"2016-07-14","01:03:59",0,3,1,3,60,"Airport to City",4012,"Late Night (00:00 to 04:00)",NA
"4013",5383,"City",142,"Trip Completed",2016-07-14 00:03:46,"2016-07-14","00:03:46",2016-07-14 00:34:07,"2016-07-14","00:34:07",0,3,0,34,30,"City to Airport",4013,"Late Night (00:00 to 04:00)",674.857142857143
"4014",5385,"Airport",213,"Trip Completed",2016-07-14 00:07:29,"2016-07-14","00:07:29",2016-07-14 00:44:29,"2016-07-14","00:44:29",0,7,0,44,37,"Airport to City",4014,"Late Night (00:00 to 04:00)",NA
"4015",5382,"City",59,"Trip Completed",2016-07-14 00:08:01,"2016-07-14","00:08:01",2016-07-14 00:42:31,"2016-07-14","00:42:31",0,8,0,42,34,"City to Airport",4015,"Late Night (00:00 to 04:00)",674.857142857143
"4016",4028,"City",NA,"No Cars Available",2016-07-14 00:09:03,"2016-07-14","00:09:03",NA,NA,NA,0,9,NA,NA,NA,"City to Airport",4016,"Late Night (00:00 to 04:00)",NA
"4017",4030,"City",100,"Trip Completed",2016-07-14 00:13:43,"2016-07-14","00:13:43",2016-07-14 00:47:55,"2016-07-14","00:47:55",0,13,0,47,34,"City to Airport",4017,"Late Night (00:00 to 04:00)",674.857142857143
"4018",4029,"City",NA,"No Cars Available",2016-07-14 00:14:26,"2016-07-14","00:14:26",NA,NA,NA,0,14,NA,NA,NA,"City to Airport",4018,"Late Night (00:00 to 04:00)",NA
"4019",4032,"City",NA,"No Cars Available",2016-07-14 00:15:43,"2016-07-14","00:15:43",NA,NA,NA,0,15,NA,NA,NA,"City to Airport",4019,"Late Night (00:00 to 04:00)",NA
"4020",4031,"City",186,"Trip Completed",2016-07-14 00:22:54,"2016-07-14","00:22:54",2016-07-14 00:55:13,"2016-07-14","00:55:13",0,22,0,55,32,"City to Airport",4020,"Late Night (00:00 to 04:00)",632
"4021",4033,"Airport",NA,"No Cars Available",2016-07-14 00:25:33,"2016-07-14","00:25:33",NA,NA,NA,0,25,NA,NA,NA,"Airport to City",4021,"Late Night (00:00 to 04:00)",NA
"4022",4034,"City",NA,"No Cars Available",2016-07-14 00:29:50,"2016-07-14","00:29:50",NA,NA,NA,0,29,NA,NA,NA,"City to Airport",4022,"Late Night (00:00 to 04:00)",NA
"4023",4035,"Airport",NA,"No Cars Available",2016-07-14 00:31:24,"2016-07-14","00:31:24",NA,NA,NA,0,31,NA,NA,NA,"Airport to City",4023,"Late Night (00:00 to 04:00)",NA
"4024",4036,"Airport",NA,"No Cars Available",2016-07-14 00:31:57,"2016-07-14","00:31:57",NA,NA,NA,0,31,NA,NA,NA,"Airport to City",4024,"Late Night (00:00 to 04:00)",NA
"4025",4037,"Airport",196,"Trip Completed",2016-07-14 00:32:45,"2016-07-14","00:32:45",2016-07-14 01:17:01,"2016-07-14","01:17:01",0,32,1,17,44,"Airport to City",4025,"Late Night (00:00 to 04:00)",NA
"4026",4038,"Airport",NA,"No Cars Available",2016-07-14 00:34:22,"2016-07-14","00:34:22",NA,NA,NA,0,34,NA,NA,NA,"Airport to City",4026,"Late Night (00:00 to 04:00)",NA
"4027",4040,"Airport",182,"Trip Completed",2016-07-14 00:38:21,"2016-07-14","00:38:21",2016-07-14 01:50:05,"2016-07-14","01:50:05",0,38,1,50,72,"Airport to City",4027,"Late Night (00:00 to 04:00)",NA
"4028",4039,"City",238,"Trip Completed",2016-07-14 00:38:22,"2016-07-14","00:38:22",2016-07-14 01:48:00,"2016-07-14","01:48:00",0,38,1,48,70,"City to Airport",4028,"Late Night (00:00 to 04:00)",583
"4029",4041,"Airport",297,"Trip Completed",2016-07-14 00:38:29,"2016-07-14","00:38:29",2016-07-14 01:12:21,"2016-07-14","01:12:21",0,38,1,12,34,"Airport to City",4029,"Late Night (00:00 to 04:00)",NA
"4030",4042,"Airport",NA,"No Cars Available",2016-07-14 00:39:13,"2016-07-14","00:39:13",NA,NA,NA,0,39,NA,NA,NA,"Airport to City",4030,"Late Night (00:00 to 04:00)",NA
"4031",4043,"City",254,"Trip Completed",2016-07-14 00:42:59,"2016-07-14","00:42:59",2016-07-14 01:51:34,"2016-07-14","01:51:34",0,42,1,51,69,"City to Airport",4031,"Late Night (00:00 to 04:00)",674.857142857143
"4032",4044,"Airport",NA,"No Cars Available",2016-07-14 00:51:37,"2016-07-14","00:51:37",NA,NA,NA,0,51,NA,NA,NA,"Airport to City",4032,"Late Night (00:00 to 04:00)",NA
"4033",4045,"Airport",111,"Trip Completed",2016-07-14 00:56:22,"2016-07-14","00:56:22",2016-07-14 01:22:47,"2016-07-14","01:22:47",0,56,1,22,26,"Airport to City",4033,"Late Night (00:00 to 04:00)",NA
"4034",4046,"City",NA,"No Cars Available",2016-07-14 00:57:03,"2016-07-14","00:57:03",NA,NA,NA,0,57,NA,NA,NA,"City to Airport",4034,"Late Night (00:00 to 04:00)",NA
"4035",4047,"City",NA,"No Cars Available",2016-07-14 01:00:53,"2016-07-14","01:00:53",NA,NA,NA,1,0,NA,NA,NA,"City to Airport",4035,"Late Night (00:00 to 04:00)",NA
"4036",4049,"City",55,"Trip Completed",2016-07-14 01:03:12,"2016-07-14","01:03:12",2016-07-14 02:26:06,"2016-07-14","02:26:06",1,3,2,26,83,"City to Airport",4036,"Late Night (00:00 to 04:00)",759
"4037",4048,"Airport",NA,"No Cars Available",2016-07-14 01:03:27,"2016-07-14","01:03:27",NA,NA,NA,1,3,NA,NA,NA,"Airport to City",4037,"Late Night (00:00 to 04:00)",NA
"4038",4051,"City",288,"Trip Completed",2016-07-14 01:09:39,"2016-07-14","01:09:39",2016-07-14 02:09:47,"2016-07-14","02:09:47",1,9,2,9,60,"City to Airport",4038,"Late Night (00:00 to 04:00)",759
"4039",4050,"City",NA,"No Cars Available",2016-07-14 01:10:22,"2016-07-14","01:10:22",NA,NA,NA,1,10,NA,NA,NA,"City to Airport",4039,"Late Night (00:00 to 04:00)",NA
"4040",4053,"Airport",NA,"No Cars Available",2016-07-14 01:15:26,"2016-07-14","01:15:26",NA,NA,NA,1,15,NA,NA,NA,"Airport to City",4040,"Late Night (00:00 to 04:00)",NA
"4041",4052,"City",NA,"No Cars Available",2016-07-14 01:16:34,"2016-07-14","01:16:34",NA,NA,NA,1,16,NA,NA,NA,"City to Airport",4041,"Late Night (00:00 to 04:00)",NA
"4042",4055,"City",NA,"No Cars Available",2016-07-14 01:22:56,"2016-07-14","01:22:56",NA,NA,NA,1,22,NA,NA,NA,"City to Airport",4042,"Late Night (00:00 to 04:00)",NA
"4043",4054,"City",NA,"No Cars Available",2016-07-14 01:23:08,"2016-07-14","01:23:08",NA,NA,NA,1,23,NA,NA,NA,"City to Airport",4043,"Late Night (00:00 to 04:00)",NA
"4044",4056,"City",NA,"No Cars Available",2016-07-14 01:25:25,"2016-07-14","01:25:25",NA,NA,NA,1,25,NA,NA,NA,"City to Airport",4044,"Late Night (00:00 to 04:00)",NA
"4045",4058,"Airport",NA,"No Cars Available",2016-07-14 01:27:38,"2016-07-14","01:27:38",NA,NA,NA,1,27,NA,NA,NA,"Airport to City",4045,"Late Night (00:00 to 04:00)",NA
"4046",4057,"City",NA,"No Cars Available",2016-07-14 01:29:49,"2016-07-14","01:29:49",NA,NA,NA,1,29,NA,NA,NA,"City to Airport",4046,"Late Night (00:00 to 04:00)",NA
"4047",4061,"City",NA,"No Cars Available",2016-07-14 01:33:55,"2016-07-14","01:33:55",NA,NA,NA,1,33,NA,NA,NA,"City to Airport",4047,"Late Night (00:00 to 04:00)",NA
"4048",4059,"City",NA,"No Cars Available",2016-07-14 01:35:55,"2016-07-14","01:35:55",NA,NA,NA,1,35,NA,NA,NA,"City to Airport",4048,"Late Night (00:00 to 04:00)",NA
"4049",4063,"City",NA,"No Cars Available",2016-07-14 01:36:26,"2016-07-14","01:36:26",NA,NA,NA,1,36,NA,NA,NA,"City to Airport",4049,"Late Night (00:00 to 04:00)",NA
"4050",4060,"City",236,"Trip Completed",2016-07-14 01:37:38,"2016-07-14","01:37:38",2016-07-14 02:35:52,"2016-07-14","02:35:52",1,37,2,35,58,"City to Airport",4050,"Late Night (00:00 to 04:00)",759
"4051",4062,"Airport",NA,"No Cars Available",2016-07-14 01:42:36,"2016-07-14","01:42:36",NA,NA,NA,1,42,NA,NA,NA,"Airport to City",4051,"Late Night (00:00 to 04:00)",NA
"4052",4064,"City",NA,"No Cars Available",2016-07-14 01:48:00,"2016-07-14","01:48:00",NA,NA,NA,1,48,NA,NA,NA,"City to Airport",4052,"Late Night (00:00 to 04:00)",NA
"4053",4065,"City",222,"Trip Completed",2016-07-14 01:54:08,"2016-07-14","01:54:08",2016-07-14 02:43:27,"2016-07-14","02:43:27",1,54,2,43,49,"City to Airport",4053,"Late Night (00:00 to 04:00)",759
"4054",4066,"Airport",117,"Trip Completed",2016-07-14 01:56:01,"2016-07-14","01:56:01",2016-07-14 03:07:14,"2016-07-14","03:07:14",1,56,3,7,71,"Airport to City",4054,"Late Night (00:00 to 04:00)",NA
"4055",4068,"Airport",NA,"No Cars Available",2016-07-14 01:59:16,"2016-07-14","01:59:16",NA,NA,NA,1,59,NA,NA,NA,"Airport to City",4055,"Late Night (00:00 to 04:00)",NA
"4056",4067,"City",NA,"No Cars Available",2016-07-14 02:00:05,"2016-07-14","02:00:05",NA,NA,NA,2,0,NA,NA,NA,"City to Airport",4056,"Late Night (00:00 to 04:00)",NA
"4057",4069,"City",NA,"No Cars Available",2016-07-14 02:02:39,"2016-07-14","02:02:39",NA,NA,NA,2,2,NA,NA,NA,"City to Airport",4057,"Late Night (00:00 to 04:00)",NA
"4058",4071,"City",NA,"No Cars Available",2016-07-14 02:03:03,"2016-07-14","02:03:03",NA,NA,NA,2,3,NA,NA,NA,"City to Airport",4058,"Late Night (00:00 to 04:00)",NA
"4059",4070,"City",NA,"No Cars Available",2016-07-14 02:03:04,"2016-07-14","02:03:04",NA,NA,NA,2,3,NA,NA,NA,"City to Airport",4059,"Late Night (00:00 to 04:00)",NA
"4060",4072,"City",NA,"No Cars Available",2016-07-14 02:04:37,"2016-07-14","02:04:37",NA,NA,NA,2,4,NA,NA,NA,"City to Airport",4060,"Late Night (00:00 to 04:00)",NA
"4061",4078,"City",106,"Trip Completed",2016-07-14 02:10:33,"2016-07-14","02:10:33",2016-07-14 03:05:32,"2016-07-14","03:05:32",2,10,3,5,55,"City to Airport",4061,"Late Night (00:00 to 04:00)",312
"4062",4073,"City",157,"Trip Completed",2016-07-14 02:10:36,"2016-07-14","02:10:36",2016-07-14 02:54:21,"2016-07-14","02:54:21",2,10,2,54,44,"City to Airport",4062,"Late Night (00:00 to 04:00)",522.5
"4063",4077,"Airport",12,"Trip Completed",2016-07-14 02:14:15,"2016-07-14","02:14:15",2016-07-14 03:13:09,"2016-07-14","03:13:09",2,14,3,13,59,"Airport to City",4063,"Late Night (00:00 to 04:00)",NA
"4064",4076,"Airport",NA,"No Cars Available",2016-07-14 02:16:28,"2016-07-14","02:16:28",NA,NA,NA,2,16,NA,NA,NA,"Airport to City",4064,"Late Night (00:00 to 04:00)",NA
"4065",4075,"City",4,"Trip Completed",2016-07-14 02:17:35,"2016-07-14","02:17:35",2016-07-14 03:21:38,"2016-07-14","03:21:38",2,17,3,21,64,"City to Airport",4065,"Late Night (00:00 to 04:00)",522.5
"4066",4074,"City",NA,"No Cars Available",2016-07-14 02:18:01,"2016-07-14","02:18:01",NA,NA,NA,2,18,NA,NA,NA,"City to Airport",4066,"Late Night (00:00 to 04:00)",NA
"4067",4080,"Airport",NA,"No Cars Available",2016-07-14 02:29:31,"2016-07-14","02:29:31",NA,NA,NA,2,29,NA,NA,NA,"Airport to City",4067,"Late Night (00:00 to 04:00)",NA
"4068",4079,"Airport",55,"Trip Completed",2016-07-14 02:31:51,"2016-07-14","02:31:51",2016-07-14 03:33:26,"2016-07-14","03:33:26",2,31,3,33,62,"Airport to City",4068,"Late Night (00:00 to 04:00)",NA
"4069",4083,"City",NA,"No Cars Available",2016-07-14 02:35:50,"2016-07-14","02:35:50",NA,NA,NA,2,35,NA,NA,NA,"City to Airport",4069,"Late Night (00:00 to 04:00)",NA
"4070",4081,"Airport",6,"Trip Completed",2016-07-14 02:37:14,"2016-07-14","02:37:14",2016-07-14 03:30:27,"2016-07-14","03:30:27",2,37,3,30,53,"Airport to City",4070,"Late Night (00:00 to 04:00)",NA
"4071",4082,"Airport",48,"Trip Completed",2016-07-14 02:37:56,"2016-07-14","02:37:56",2016-07-14 03:23:21,"2016-07-14","03:23:21",2,37,3,23,45,"Airport to City",4071,"Late Night (00:00 to 04:00)",NA
"4072",4085,"Airport",207,"Trip Completed",2016-07-14 02:42:00,"2016-07-14","02:42:00",2016-07-14 03:28:10,"2016-07-14","03:28:10",2,42,3,28,46,"Airport to City",4072,"Late Night (00:00 to 04:00)",NA
"4073",4084,"Airport",139,"Trip Completed",2016-07-14 02:44:19,"2016-07-14","02:44:19",2016-07-14 03:44:02,"2016-07-14","03:44:02",2,44,3,44,60,"Airport to City",4073,"Late Night (00:00 to 04:00)",NA
"4074",4086,"City",NA,"No Cars Available",2016-07-14 02:46:05,"2016-07-14","02:46:05",NA,NA,NA,2,46,NA,NA,NA,"City to Airport",4074,"Late Night (00:00 to 04:00)",NA
"4075",4089,"City",NA,"No Cars Available",2016-07-14 02:52:38,"2016-07-14","02:52:38",NA,NA,NA,2,52,NA,NA,NA,"City to Airport",4075,"Late Night (00:00 to 04:00)",NA
"4076",4087,"City",176,"Trip Completed",2016-07-14 02:52:39,"2016-07-14","02:52:39",2016-07-14 03:57:26,"2016-07-14","03:57:26",2,52,3,57,65,"City to Airport",4076,"Late Night (00:00 to 04:00)",522.5
"4077",4088,"City",NA,"No Cars Available",2016-07-14 02:53:34,"2016-07-14","02:53:34",NA,NA,NA,2,53,NA,NA,NA,"City to Airport",4077,"Late Night (00:00 to 04:00)",NA
"4078",4090,"Airport",NA,"No Cars Available",2016-07-14 02:55:11,"2016-07-14","02:55:11",NA,NA,NA,2,55,NA,NA,NA,"Airport to City",4078,"Late Night (00:00 to 04:00)",NA
"4079",4092,"City",227,"Cancelled",2016-07-14 02:55:40,"2016-07-14","02:55:40",NA,NA,NA,2,55,NA,NA,NA,"City to Airport",4079,"Late Night (00:00 to 04:00)",NA
"4080",4091,"Airport",220,"Trip Completed",2016-07-14 03:00:20,"2016-07-14","03:00:20",2016-07-14 03:36:42,"2016-07-14","03:36:42",3,0,3,36,36,"Airport to City",4080,"Late Night (00:00 to 04:00)",NA
"4081",4093,"City",119,"Trip Completed",2016-07-14 03:06:29,"2016-07-14","03:06:29",2016-07-14 04:03:44,"2016-07-14","04:03:44",3,6,4,3,57,"City to Airport",4081,"Late Night (00:00 to 04:00)",560.142857142857
"4082",4094,"City",182,"Trip Completed",2016-07-14 03:09:17,"2016-07-14","03:09:17",2016-07-14 03:44:55,"2016-07-14","03:44:55",3,9,3,44,36,"City to Airport",4082,"Late Night (00:00 to 04:00)",546
"4083",4095,"Airport",NA,"No Cars Available",2016-07-14 03:10:03,"2016-07-14","03:10:03",NA,NA,NA,3,10,NA,NA,NA,"Airport to City",4083,"Late Night (00:00 to 04:00)",NA
"4084",4098,"City",145,"Trip Completed",2016-07-14 03:11:51,"2016-07-14","03:11:51",2016-07-14 03:59:55,"2016-07-14","03:59:55",3,11,3,59,48,"City to Airport",4084,"Late Night (00:00 to 04:00)",1021
"4085",4096,"City",NA,"No Cars Available",2016-07-14 03:13:22,"2016-07-14","03:13:22",NA,NA,NA,3,13,NA,NA,NA,"City to Airport",4085,"Late Night (00:00 to 04:00)",NA
"4086",4097,"City",84,"Trip Completed",2016-07-14 03:15:23,"2016-07-14","03:15:23",2016-07-14 04:05:22,"2016-07-14","04:05:22",3,15,4,5,50,"City to Airport",4086,"Late Night (00:00 to 04:00)",560.142857142857
"4087",4099,"City",NA,"No Cars Available",2016-07-14 03:22:45,"2016-07-14","03:22:45",NA,NA,NA,3,22,NA,NA,NA,"City to Airport",4087,"Late Night (00:00 to 04:00)",NA
"4088",4100,"Airport",NA,"No Cars Available",2016-07-14 03:30:27,"2016-07-14","03:30:27",NA,NA,NA,3,30,NA,NA,NA,"Airport to City",4088,"Late Night (00:00 to 04:00)",NA
"4089",4101,"City",NA,"No Cars Available",2016-07-14 03:31:37,"2016-07-14","03:31:37",NA,NA,NA,3,31,NA,NA,NA,"City to Airport",4089,"Late Night (00:00 to 04:00)",NA
"4090",4104,"Airport",NA,"No Cars Available",2016-07-14 03:38:21,"2016-07-14","03:38:21",NA,NA,NA,3,38,NA,NA,NA,"Airport to City",4090,"Late Night (00:00 to 04:00)",NA
"4091",4102,"Airport",NA,"No Cars Available",2016-07-14 03:38:51,"2016-07-14","03:38:51",NA,NA,NA,3,38,NA,NA,NA,"Airport to City",4091,"Late Night (00:00 to 04:00)",NA
"4092",4105,"City",7,"Trip Completed",2016-07-14 03:39:38,"2016-07-14","03:39:38",2016-07-14 04:39:04,"2016-07-14","04:39:04",3,39,4,39,59,"City to Airport",4092,"Late Night (00:00 to 04:00)",560.142857142857
"4093",4103,"Airport",NA,"No Cars Available",2016-07-14 03:39:43,"2016-07-14","03:39:43",NA,NA,NA,3,39,NA,NA,NA,"Airport to City",4093,"Late Night (00:00 to 04:00)",NA
"4094",4106,"City",NA,"No Cars Available",2016-07-14 03:45:15,"2016-07-14","03:45:15",NA,NA,NA,3,45,NA,NA,NA,"City to Airport",4094,"Late Night (00:00 to 04:00)",NA
"4095",4107,"City",NA,"No Cars Available",2016-07-14 03:51:51,"2016-07-14","03:51:51",NA,NA,NA,3,51,NA,NA,NA,"City to Airport",4095,"Late Night (00:00 to 04:00)",NA
"4096",4108,"City",68,"Trip Completed",2016-07-14 03:56:10,"2016-07-14","03:56:10",2016-07-14 04:38:59,"2016-07-14","04:38:59",3,56,4,38,43,"City to Airport",4096,"Late Night (00:00 to 04:00)",560.142857142857
"4097",4110,"Airport",NA,"No Cars Available",2016-07-14 03:58:07,"2016-07-14","03:58:07",NA,NA,NA,3,58,NA,NA,NA,"Airport to City",4097,"Late Night (00:00 to 04:00)",NA
"4098",4113,"City",NA,"No Cars Available",2016-07-14 04:00:13,"2016-07-14","04:00:13",NA,NA,NA,4,0,NA,NA,NA,"City to Airport",4098,"Early Morning (04:00 to 08:00)",NA
"4099",4109,"City",NA,"No Cars Available",2016-07-14 04:02:26,"2016-07-14","04:02:26",NA,NA,NA,4,2,NA,NA,NA,"City to Airport",4099,"Early Morning (04:00 to 08:00)",NA
"4100",4112,"Airport",NA,"No Cars Available",2016-07-14 04:03:52,"2016-07-14","04:03:52",NA,NA,NA,4,3,NA,NA,NA,"Airport to City",4100,"Early Morning (04:00 to 08:00)",NA
"4101",4114,"City",273,"Trip Completed",2016-07-14 04:04:43,"2016-07-14","04:04:43",2016-07-14 04:42:17,"2016-07-14","04:42:17",4,4,4,42,38,"City to Airport",4101,"Early Morning (04:00 to 08:00)",519.888888888889
"4102",4111,"City",NA,"No Cars Available",2016-07-14 04:06:34,"2016-07-14","04:06:34",NA,NA,NA,4,6,NA,NA,NA,"City to Airport",4102,"Early Morning (04:00 to 08:00)",NA
"4103",4115,"City",NA,"No Cars Available",2016-07-14 04:11:42,"2016-07-14","04:11:42",NA,NA,NA,4,11,NA,NA,NA,"City to Airport",4103,"Early Morning (04:00 to 08:00)",NA
"4104",4116,"Airport",NA,"No Cars Available",2016-07-14 04:13:48,"2016-07-14","04:13:48",NA,NA,NA,4,13,NA,NA,NA,"Airport to City",4104,"Early Morning (04:00 to 08:00)",NA
"4105",4117,"City",9,"Trip Completed",2016-07-14 04:21:42,"2016-07-14","04:21:42",2016-07-14 05:07:07,"2016-07-14","05:07:07",4,21,5,7,45,"City to Airport",4105,"Early Morning (04:00 to 08:00)",519.888888888889
"4106",4119,"City",59,"Trip Completed",2016-07-14 04:22:12,"2016-07-14","04:22:12",2016-07-14 05:42:08,"2016-07-14","05:42:08",4,22,5,42,80,"City to Airport",4106,"Early Morning (04:00 to 08:00)",519.888888888889
"4107",4120,"City",NA,"No Cars Available",2016-07-14 04:27:49,"2016-07-14","04:27:49",NA,NA,NA,4,27,NA,NA,NA,"City to Airport",4107,"Early Morning (04:00 to 08:00)",NA
"4108",4118,"Airport",35,"Trip Completed",2016-07-14 04:28:35,"2016-07-14","04:28:35",2016-07-14 05:26:48,"2016-07-14","05:26:48",4,28,5,26,58,"Airport to City",4108,"Early Morning (04:00 to 08:00)",NA
"4109",4121,"Airport",298,"Trip Completed",2016-07-14 04:29:45,"2016-07-14","04:29:45",2016-07-14 05:07:30,"2016-07-14","05:07:30",4,29,5,7,38,"Airport to City",4109,"Early Morning (04:00 to 08:00)",NA
"4110",4122,"Airport",233,"Trip Completed",2016-07-14 04:30:34,"2016-07-14","04:30:34",2016-07-14 05:24:45,"2016-07-14","05:24:45",4,30,5,24,54,"Airport to City",4110,"Early Morning (04:00 to 08:00)",NA
"4111",4125,"City",16,"Trip Completed",2016-07-14 04:37:11,"2016-07-14","04:37:11",2016-07-14 05:46:29,"2016-07-14","05:46:29",4,37,5,46,69,"City to Airport",4111,"Early Morning (04:00 to 08:00)",519.888888888889
"4112",4123,"City",NA,"No Cars Available",2016-07-14 04:38:53,"2016-07-14","04:38:53",NA,NA,NA,4,38,NA,NA,NA,"City to Airport",4112,"Early Morning (04:00 to 08:00)",NA
"4113",4126,"City",188,"Trip Completed",2016-07-14 04:40:41,"2016-07-14","04:40:41",2016-07-14 05:53:29,"2016-07-14","05:53:29",4,40,5,53,73,"City to Airport",4113,"Early Morning (04:00 to 08:00)",519.888888888889
"4114",4131,"City",NA,"No Cars Available",2016-07-14 04:41:23,"2016-07-14","04:41:23",NA,NA,NA,4,41,NA,NA,NA,"City to Airport",4114,"Early Morning (04:00 to 08:00)",NA
"4115",4124,"City",NA,"No Cars Available",2016-07-14 04:41:36,"2016-07-14","04:41:36",NA,NA,NA,4,41,NA,NA,NA,"City to Airport",4115,"Early Morning (04:00 to 08:00)",NA
"4116",4130,"City",277,"Cancelled",2016-07-14 04:41:54,"2016-07-14","04:41:54",NA,NA,NA,4,41,NA,NA,NA,"City to Airport",4116,"Early Morning (04:00 to 08:00)",NA
"4117",4129,"City",229,"Cancelled",2016-07-14 04:42:23,"2016-07-14","04:42:23",NA,NA,NA,4,42,NA,NA,NA,"City to Airport",4117,"Early Morning (04:00 to 08:00)",NA
"4118",4128,"City",177,"Cancelled",2016-07-14 04:42:38,"2016-07-14","04:42:38",NA,NA,NA,4,42,NA,NA,NA,"City to Airport",4118,"Early Morning (04:00 to 08:00)",NA
"4119",4134,"City",182,"Cancelled",2016-07-14 04:45:23,"2016-07-14","04:45:23",NA,NA,NA,4,45,NA,NA,NA,"City to Airport",4119,"Early Morning (04:00 to 08:00)",NA
